Parent Sku,item_sku,relationship_type,ImageName,ImageHeight,ImageWidth,w/h,ratio,,Size chk 1,Size Chk2,,size_name Current,standard_price,Sq in,size_name 1,size_name 2,,suggested size 1,Sq in,,suggested size 2,,,,Category,Group
104069,104069,Single,5126725_KS_Saint_Francis_20091101.jpg,1600,1200,-400,1.3,,,,,24in x 18in,39.99,432,24,18,,#N/A,,,,,,,Maps,USGS_Topographic
