Sku,Image Name,ImageHeight,ImageWidth,ratio
p:/04_Highsmith_Uploads_Folders/04_Amazon_Highsmith_09_19_16_9998k/H01877.jpg,H01877.jpg,768,1024,0.8
p:/04_Highsmith_Uploads_Folders/Highsmith_09_19_16_26k/H01877.jpg,H01877.jpg,768,1024,0.8
p:/04_Highsmith_Uploads_Folders/04_Amazon_Highsmith_09_19_16_9998k/H01878.jpg,H01878.jpg,721,1024,0.7
p:/04_Highsmith_Uploads_Folders/04_AMZ_Highsmith_all_uploaded/H01878.jpg,H01878.jpg,721,1024,0.7
p:/04_Highsmith_Uploads_Folders/Highsmith_09_19_16_26k/H01878.jpg,H01878.jpg,721,1024,0.7
p:/04_Highsmith_Uploads_Folders/04_Amazon_Highsmith_09_19_16_9998k/H01879.jpg,H01879.jpg,760,1024,0.7
p:/04_Highsmith_Uploads_Folders/Highsmith_09_19_16_26k/H01879.jpg,H01879.jpg,760,1024,0.7
p:/04_Highsmith_Uploads_Folders/04_Amazon_Highsmith_09_19_16_9998k/H01880.jpg,H01880.jpg,742,1024,0.7
p:/04_Highsmith_Uploads_Folders/04_AMZ_Highsmith_all_uploaded/H01880.jpg,H01880.jpg,742,1024,0.7
p:/04_Highsmith_Uploads_Folders/Highsmith_09_19_16_26k/H01880.jpg,H01880.jpg,742,1024,0.7
p:/04_Highsmith_Uploads_Folders/04_Amazon_Highsmith_09_19_16_9998k/H01881.jpg,H01881.jpg,716,1024,0.7
p:/04_Highsmith_Uploads_Folders/Highsmith_09_19_16_26k/H01881.jpg,H01881.jpg,716,1024,0.7
p:/04_Highsmith_Uploads_Folders/04_Amazon_Highsmith_09_19_16_9998k/H01882.jpg,H01882.jpg,674,1024,0.7
p:/04_Highsmith_Uploads_Folders/Highsmith_09_19_16_26k/H01882.jpg,H01882.jpg,674,1024,0.7
p:/04_Highsmith_Uploads_Folders/04_Amazon_Highsmith_09_19_16_9998k/H01883.jpg,H01883.jpg,744,1024,0.7
p:/04_Highsmith_Uploads_Folders/Highsmith_09_19_16_26k/H01883.jpg,H01883.jpg,744,1024,0.7
p:/04_Highsmith_Uploads_Folders/04_Amazon_Highsmith_09_19_16_9998k/H01884.jpg,H01884.jpg,703,1024,0.7
p:/04_Highsmith_Uploads_Folders/Highsmith_09_19_16_26k/H01884.jpg,H01884.jpg,703,1024,0.7
p:/04_Highsmith_Uploads_Folders/04_Amazon_Highsmith_09_19_16_9998k/H01885.jpg,H01885.jpg,733,1024,0.7
p:/04_Highsmith_Uploads_Folders/Highsmith_09_19_16_26k/H01885.jpg,H01885.jpg,733,1024,0.7
p:/04_Highsmith_Uploads_Folders/04_Amazon_Highsmith_09_19_16_9998k/H01886.jpg,H01886.jpg,794,1024,0.8
p:/04_Highsmith_Uploads_Folders/Highsmith_09_19_16_26k/H01886.jpg,H01886.jpg,794,1024,0.8
p:/04_Highsmith_Uploads_Folders/04_Amazon_Highsmith_09_19_16_9998k/H01887.jpg,H01887.jpg,808,1024,0.8
p:/04_Highsmith_Uploads_Folders/Highsmith_09_19_16_26k/H01887.jpg,H01887.jpg,808,1024,0.8
p:/04_Highsmith_Uploads_Folders/04_Amazon_Highsmith_09_19_16_9998k/H01888.jpg,H01888.jpg,668,1024,0.7
p:/04_Highsmith_Uploads_Folders/04_AMZ_Highsmith_all_uploaded/H01888.jpg,H01888.jpg,668,1024,0.7
p:/04_Highsmith_Uploads_Folders/Highsmith_09_19_16_26k/H01888.jpg,H01888.jpg,668,1024,0.7
p:/04_Highsmith_Uploads_Folders/04_Amazon_Highsmith_09_19_16_9998k/H01889.jpg,H01889.jpg,769,1024,0.8
p:/04_Highsmith_Uploads_Folders/04_AMZ_Highsmith_all_uploaded/H01889.jpg,H01889.jpg,769,1024,0.8
p:/04_Highsmith_Uploads_Folders/Highsmith_09_19_16_26k/H01889.jpg,H01889.jpg,769,1024,0.8
p:/04_Highsmith_Uploads_Folders/04_Amazon_Highsmith_09_19_16_9998k/H01890.jpg,H01890.jpg,1024,664,1.5
p:/04_Highsmith_Uploads_Folders/04_AMZ_Highsmith_all_uploaded/H01890.jpg,H01890.jpg,1024,664,1.5
p:/04_Highsmith_Uploads_Folders/Highsmith_09_19_16_26k/H01890.jpg,H01890.jpg,1024,664,1.5
p:/04_Highsmith_Uploads_Folders/04_Amazon_Highsmith_09_19_16_9998k/H01892.jpg,H01892.jpg,770,1024,0.8
p:/04_Highsmith_Uploads_Folders/04_AMZ_Highsmith_all_uploaded/H01892.jpg,H01892.jpg,770,1024,0.8
p:/04_Highsmith_Uploads_Folders/Highsmith_09_19_16_26k/H01892.jpg,H01892.jpg,770,1024,0.8
p:/04_Highsmith_Uploads_Folders/04_AMZ_Highsmith_all_uploaded - B&W Prep/Pending/Grp2/H01892.jpg,H01892.jpg,770,1024,0.8
p:/04_Highsmith_Uploads_Folders/04_Amazon_Highsmith_09_19_16_9998k/H01893.jpg,H01893.jpg,877,1024,0.9
p:/04_Highsmith_Uploads_Folders/04_AMZ_Highsmith_all_uploaded/H01893.jpg,H01893.jpg,877,1024,0.9
p:/04_Highsmith_Uploads_Folders/Highsmith_09_19_16_26k/H01893.jpg,H01893.jpg,877,1024,0.9
p:/04_Highsmith_Uploads_Folders/04_AMZ_Highsmith_all_uploaded - B&W Prep/Complete/H01893.jpg,H01893.jpg,877,1024,0.9
p:/04_Highsmith_Uploads_Folders/04_AMZ_Highsmith_all_uploaded - B&W Prep/Complete/JPEG/H01893.jpg,H01893.jpg,877,1024,0.9
p:/04_Highsmith_Uploads_Folders/04_Amazon_Highsmith_09_19_16_9998k/H01894.jpg,H01894.jpg,769,1024,0.8
p:/04_Highsmith_Uploads_Folders/Highsmith_09_19_16_26k/H01894.jpg,H01894.jpg,769,1024,0.8
p:/04_Highsmith_Uploads_Folders/04_Amazon_Highsmith_09_19_16_9998k/H01895.jpg,H01895.jpg,762,1024,0.7
p:/04_Highsmith_Uploads_Folders/Highsmith_09_19_16_26k/H01895.jpg,H01895.jpg,762,1024,0.7
p:/04_Highsmith_Uploads_Folders/04_Amazon_Highsmith_09_19_16_9998k/H01896.jpg,H01896.jpg,769,1024,0.8
p:/04_Highsmith_Uploads_Folders/Highsmith_09_19_16_26k/H01896.jpg,H01896.jpg,769,1024,0.8
p:/04_Highsmith_Uploads_Folders/04_Amazon_Highsmith_09_19_16_9998k/H01897.jpg,H01897.jpg,769,1024,0.8
p:/04_Highsmith_Uploads_Folders/Highsmith_09_19_16_26k/H01897.jpg,H01897.jpg,769,1024,0.8
p:/04_Highsmith_Uploads_Folders/04_Amazon_Highsmith_09_19_16_9998k/H01898.jpg,H01898.jpg,894,1024,0.9
p:/04_Highsmith_Uploads_Folders/Highsmith_09_19_16_26k/H01898.jpg,H01898.jpg,894,1024,0.9
p:/04_Highsmith_Uploads_Folders/04_Amazon_Highsmith_09_19_16_9998k/H01899.jpg,H01899.jpg,580,1024,0.6
p:/04_Highsmith_Uploads_Folders/Highsmith_09_19_16_26k/H01899.jpg,H01899.jpg,580,1024,0.6
p:/04_Highsmith_Uploads_Folders/04_Amazon_Highsmith_09_19_16_9998k/H01900.jpg,H01900.jpg,769,1024,0.8
p:/04_Highsmith_Uploads_Folders/Highsmith_09_19_16_26k/H01900.jpg,H01900.jpg,769,1024,0.8
p:/04_Highsmith_Uploads_Folders/04_Amazon_Highsmith_09_19_16_9998k/H01901.jpg,H01901.jpg,683,1024,0.7
p:/04_Highsmith_Uploads_Folders/04_AMZ_Highsmith_all_uploaded/H01901.jpg,H01901.jpg,683,1024,0.7
p:/04_Highsmith_Uploads_Folders/Highsmith_09_19_16_26k/H01901.jpg,H01901.jpg,683,1024,0.7
p:/04_Highsmith_Uploads_Folders/04_AMZ_Highsmith_all_uploaded - B&W Prep/Complete/H01901.jpg,H01901.jpg,683,1024,0.7
p:/04_Highsmith_Uploads_Folders/04_AMZ_Highsmith_all_uploaded - B&W Prep/Complete/JPEG/H01901.jpg,H01901.jpg,683,1024,0.7
p:/04_Highsmith_Uploads_Folders/04_Amazon_Highsmith_09_19_16_9998k/H01902.jpg,H01902.jpg,683,1024,0.7
p:/04_Highsmith_Uploads_Folders/04_AMZ_Highsmith_all_uploaded/H01902.jpg,H01902.jpg,683,1024,0.7
p:/04_Highsmith_Uploads_Folders/Highsmith_09_19_16_26k/H01902.jpg,H01902.jpg,683,1024,0.7
p:/04_Highsmith_Uploads_Folders/DG_BMM_Group2/H01902.jpg,H01902.jpg,683,1024,0.7
p:/04_Highsmith_Uploads_Folders/04_AMZ_Highsmith_all_uploaded - B&W Prep/Complete/H01902.jpg,H01902.jpg,683,1024,0.7
p:/04_Highsmith_Uploads_Folders/04_AMZ_Highsmith_all_uploaded - B&W Prep/Complete/JPEG/H01902.jpg,H01902.jpg,683,1024,0.7
p:/04_Highsmith_Uploads_Folders/04_Amazon_Highsmith_09_19_16_9998k/H01904.jpg,H01904.jpg,683,1024,0.7
p:/04_Highsmith_Uploads_Folders/04_AMZ_Highsmith_all_uploaded/H01904.jpg,H01904.jpg,683,1024,0.7
p:/04_Highsmith_Uploads_Folders/Highsmith_09_19_16_26k/H01904.jpg,H01904.jpg,683,1024,0.7
p:/04_Highsmith_Uploads_Folders/04_AMZ_Highsmith_all_uploaded - B&W Prep/Complete/H01904.jpg,H01904.jpg,683,1024,0.7
p:/04_Highsmith_Uploads_Folders/04_AMZ_Highsmith_all_uploaded - B&W Prep/Complete/JPEG/H01904.jpg,H01904.jpg,683,1024,0.7
p:/04_Highsmith_Uploads_Folders/04_Amazon_Highsmith_09_19_16_9998k/H01905.jpg,H01905.jpg,683,1024,0.7
